year,month,day,hour,minute,lat,lon,intensity,size,distance,Storm_NosyBe_1h,Storm_NosyBe_3h
2009,2,8,22,15,-13.2546,48.3137,292,3609,2.24,1,0
2009,2,8,22,30,-13.2497,48.1562,307,3915,2.83,0,0
2009,2,8,22,45,-13.1874,48.084,290,4680,5,0,0
2009,2,8,23,0,-13.1538,47.9696,249,10611,7.07,0,0
2009,2,8,23,15,-13.6718,48.1969,137,9882,12.65,0,0
2009,2,8,23,30,-13.0875,48.7282,294,5526,12.81,0,0
2009,2,8,23,45,-13.0858,48.675,295,5490,12.04,0,0
2009,2,9,0,0,-13.0219,48.5488,262,8622,12.21,0,0
2009,2,9,0,15,-12.9867,48.3808,260,8010,11.7,0,0
2009,2,9,0,30,-12.9547,48.3176,247,7362,12.37,0,0
2009,2,9,0,45,-12.9515,48.2128,228,6768,12.04,0,0
2009,2,9,1,0,-12.9499,48.1606,209,6021,12,0,0
2009,2,9,1,15,-12.9196,48.1505,193,5697,13,0,0
2009,2,9,1,30,-12.918,48.0985,170,5508,13.04,0,0
2009,2,9,1,45,-12.8861,48.0363,142,5301,14.14,0,0
2009,2,9,2,0,-12.8543,47.9748,114,4968,15.3,0,0
2009,2,9,2,15,-12.7397,48.1438,89,4410,19.03,0,0
2009,2,9,13,45,-14.9633,49.6924,200,549,55.08,0,0
2009,2,9,14,0,-14.9673,49.8034,306,5040,55.66,0,0
2009,2,9,14,15,-14.9344,49.7353,302,1665,54.41,0,0
2009,2,9,14,30,-14.9015,49.6672,325,2331,53.16,0,0
2009,2,9,14,45,-14.8975,49.5566,322,6948,52.63,0,0
2009,2,9,15,0,-14.9573,49.5265,298,999,54.34,0,0
2009,2,9,15,15,-14.9225,49.4041,255,1773,52.95,0,0
2009,2,9,15,30,-14.8877,49.2821,200,2871,51.62,0,0
2009,2,9,15,45,-14.7896,49.0824,158,4050,48.26,0,0
2009,2,9,16,0,-14.7242,48.9501,128,4968,46.1,0,0
2009,2,9,16,15,-14.6302,48.8608,105,297,43.05,0,0
2009,2,12,12,15,-13.346,49.2959,194,216,19,0,0
2009,2,12,12,30,-13.253,49.2097,267,540,18.25,0,0
2009,2,12,12,45,-13.2208,49.1447,263,792,17.46,0,0
2009,2,12,13,0,-13.2191,49.091,238,1341,16.49,0,0
2009,2,12,13,15,-13.6421,49.1342,266,1629,17.2,0,0
2009,2,12,13,30,-13.1836,48.9194,237,1854,13.93,0,0
2009,2,12,13,45,-13.1819,48.866,199,1503,13,0,0
2009,2,12,14,0,-13.5149,48.9292,165,891,12.53,0,0
2009,2,12,14,15,-13.5131,48.8752,191,576,11.66,0,0
2009,2,12,14,30,-13.4505,48.8005,157,540,9.85,0,0
2009,2,12,14,45,-13.4488,48.747,112,1341,8.94,0,0
2009,2,12,16,15,-14.3126,48.4254,169,2628,33.24,0,0
2009,2,12,16,30,-14.3414,48.3836,132,2817,34.37,0,0
2009,2,13,14,15,-14.9055,48.0719,281,252,55.08,0,0
2009,2,13,14,30,-14.9632,47.9894,287,396,57.57,0,0
2009,2,13,14,45,-13.89,49.3316,239,396,24.08,0,0
2009,2,13,15,0,-13.9493,49.2996,227,585,25,0,0
2009,2,13,15,15,-14.0069,49.2136,216,495,25.55,0,0
2009,2,13,15,30,-14.0356,49.1706,208,432,25.94,0,0
2009,2,13,15,45,-14.0626,49.0736,187,495,26,0,0
2009,2,13,16,0,-14.0914,49.031,156,369,26.57,0,0
2009,2,13,16,15,-14.1489,48.9456,119,360,27.89,0,0
2009,2,13,17,0,-13.1785,48.7591,177,189,11.18,0,0
2009,2,13,17,15,-13.1178,48.7383,154,189,12.21,0,0
2009,2,14,11,0,-13.5218,49.1444,180,423,16.16,0,0
2009,2,14,11,15,-13.8145,48.8768,278,972,17.89,0,0
2009,2,14,11,30,-13.6943,48.8868,346,1494,15,0,0
2009,2,14,11,45,-13.6908,48.7796,403,2340,13.89,0,0
2009,2,14,12,0,-13.8991,48.6959,314,3222,19.42,0,0
2009,2,14,12,15,-13.8973,48.6424,292,4392,19.24,0,0
2009,2,14,12,30,-13.6803,48.4601,280,5238,12.04,0,0
2009,2,14,12,45,-13.9818,48.4626,246,5850,22.02,0,0
2009,2,14,13,0,-13.8275,48.3553,223,6165,17.12,0,0
2009,2,14,13,15,-13.8258,48.3025,220,6003,17.26,0,0
2009,2,14,13,30,-14.5412,48.0402,281,5733,43.01,0,0
2009,2,14,13,45,-12.8671,48.393,196,693,15.81,0,0
2009,2,14,14,0,-12.805,48.321,274,819,17.46,0,0
2009,2,14,14,15,-12.832,48.2257,243,1071,16.12,0,0
2009,2,14,14,30,-12.8591,48.131,233,1323,15,0,0
2009,2,14,14,45,-12.9164,48.0463,300,1368,13.15,0,0
2009,2,14,15,15,-12.7001,47.8228,264,963,20.62,0,0
2009,2,14,15,30,-12.516,47.6632,255,2961,26.93,0,0
2009,2,14,15,45,-13.0549,47.6807,191,3618,12.81,0,0
2009,2,14,16,30,-13.1107,47.5463,100,2511,14.32,0,0
2009,2,15,11,30,-13.4287,49.058,238,207,14.32,0,0
2009,2,15,11,45,-13.427,49.0041,305,549,13.34,0,0
2009,2,15,12,0,-13.4252,48.9504,260,972,12.37,0,0
2009,2,15,12,15,-13.4218,48.8435,262,1422,10.44,0,0
2009,2,15,12,30,-13.3897,48.7792,226,1620,9.22,1,0
2009,2,15,12,45,-13.415,48.63,193,1674,6.71,1,0
2009,2,15,13,0,-13.3828,48.5663,178,1656,5.39,0,0
2009,2,15,13,15,-13.2901,48.4825,150,1368,4.12,0,0
2009,2,15,13,30,-13.1989,48.4514,137,1125,5.66,0,0
2009,2,15,13,45,-13.7631,48.2284,122,918,15.52,0,0
2009,2,15,14,0,-13.2514,48.2089,97,288,2.24,0,0
2009,2,15,14,15,-13.7884,48.0817,99,189,17.46,0,0
2009,2,15,14,30,-14.0734,48.4956,134,162,25.02,0,0
2009,2,15,14,45,-14.1291,48.3584,233,441,27.29,0,0
2009,2,15,15,0,-14.1273,48.3056,219,792,27.46,0,0
2009,2,15,15,15,-14.1831,48.1692,172,936,30.08,0,0
2009,2,15,15,30,-13.8293,48.4083,287,621,17.03,0,0
2009,2,15,15,45,-13.8275,48.3553,291,765,17.12,0,0
2009,2,15,16,0,-13.7665,48.3336,280,999,15.13,0,0
2009,2,15,16,15,-13.7631,48.2284,225,972,15.52,0,0
2009,2,15,16,30,-13.7596,48.1233,179,1422,16.16,0,0
2009,2,15,16,45,-13.7867,48.0293,161,1404,17.89,0,0
2009,2,15,17,0,-13.7832,47.9246,142,1215,18.87,0,0
2009,2,15,17,15,-12.7986,48.1114,179,306,17,0,0
2009,2,15,19,30,-13.1303,50.0871,125,297,35.9,0,0
2009,2,15,19,45,-13.125,49.9208,127,396,32.98,0,0
2009,2,15,20,0,-13.0912,49.8002,110,378,31.32,0,0
2009,2,15,20,15,-13.0876,49.6899,98,693,29.41,0,0
2009,2,16,11,0,-12.944,48.9435,167,252,19.85,0,0
2009,2,16,11,15,-12.9424,48.8902,176,342,19.1,0,0
2009,2,16,11,30,-12.8818,48.8701,132,2475,20.52,0,0
2009,2,16,11,45,-12.9981,48.7508,130,1917,15.56,0,0
2009,2,16,12,0,-12.9661,48.6872,120,1296,15.62,0,0
2009,2,16,13,0,-13.6995,49.048,239,306,16.97,0,1
2009,2,16,13,15,-13.7265,48.9513,260,495,16.4,0,1
2009,2,16,13,30,-14.1722,48.7422,334,1845,28.16,0,1
2009,2,16,13,45,-14.4026,48.4061,356,2889,36.35,0,0
2009,2,16,14,0,-14.4602,48.3224,376,3699,38.64,0,0
2009,2,16,14,15,-14.399,48.3,316,4464,36.67,0,0
2009,2,16,14,30,-14.426,48.2057,276,4842,38.08,0,0
2009,2,16,14,45,-13.9189,48.3875,276,5310,20.1,1,0
2009,2,16,15,0,-13.77,48.4394,267,5202,15,1,0
2009,2,16,15,15,-13.8833,48.2188,253,1764,19.65,1,0
2009,2,16,15,30,-13.912,48.177,284,4887,20.88,1,0
2009,2,16,15,45,-13.4065,48.3652,376,4329,3.16,0,0
2009,2,16,16,0,-13.3745,48.3025,354,3501,2,0,0
2009,2,16,16,15,-13.3407,48.187,436,2907,2.24,0,0
2009,2,16,16,30,-13.3088,48.1246,425,1422,3,0,0
2009,2,16,16,45,-13.2768,48.0622,380,1701,4.12,0,0
2009,2,16,17,0,-13.2432,47.948,398,1809,6.32,0,0
2009,2,16,17,15,-13.2113,47.886,410,1872,7.62,0,0
2009,2,16,17,30,-13.2367,47.7404,400,2070,10.2,0,0
2009,2,16,17,45,-13.2334,47.6372,385,2178,12.17,0,0
2009,2,16,18,0,-13.1999,47.5244,310,2241,14.32,0,0
2009,2,17,12,15,-13.7769,48.6518,125,126,15.52,0,0
2009,2,17,12,30,-13.743,48.5346,136,216,14.14,0,0
2009,2,17,12,45,-13.8021,48.5029,133,360,16.03,0,0
2009,2,17,13,0,-13.7665,48.3336,123,126,15.13,0,0
2009,2,17,13,15,-12.9473,49.0507,245,225,21.4,0,0
2009,2,17,13,30,-13.0031,48.9109,224,441,17.8,0,0
2009,2,17,13,45,-13.0302,48.8145,218,495,15.62,0,0
2009,2,17,14,0,-13.0268,48.7078,211,495,14.14,0,0
2009,2,17,14,15,-13.0538,48.6117,208,774,12.04,0,0
2009,2,17,14,30,-13.0522,48.5587,184,1143,11.4,0,0
2009,2,17,14,45,-13.0488,48.4529,160,396,10.3,0,0
2009,2,17,15,0,-13.0759,48.3578,126,1125,8.54,0,0
2009,2,18,2,45,-12.9722,47.9102,172,135,12.08,0,0
2009,2,18,3,0,-12.969,47.8065,163,162,13.04,0,0
2009,2,18,3,15,-12.9642,47.6518,138,126,14.87,0,0
2009,2,18,3,30,-12.9308,47.539,125,126,16.97,0,0
2009,2,18,11,30,-13.6421,49.1342,240,297,17.2,0,0
2009,2,18,11,45,-13.5524,49.1554,244,621,16.55,0,0
2009,2,18,12,0,-13.5488,49.0474,229,234,14.76,0,0
2009,2,18,12,15,-13.4861,48.9717,213,684,13,0,0
2009,2,18,12,30,-13.454,48.9077,200,810,11.7,0,0
2009,2,18,12,45,-13.7552,48.9084,199,1620,16.64,0,0
2009,2,18,13,0,-13.7535,48.8549,192,1701,16.12,0,0
2009,2,18,13,15,-13.4454,48.6404,140,243,7.21,0,0
2009,2,18,13,30,-13.442,48.5344,112,450,5.66,0,0
2009,2,18,13,45,-13.5637,48.5768,112,1332,8.94,0,0
2009,2,18,14,0,-13.8039,48.5562,184,1350,16.12,0,0
2009,2,18,14,15,-13.7395,48.4289,150,909,14,0,0
2009,2,18,14,30,-13.0285,48.7612,124,261,14.87,0,0
2009,2,18,14,45,-12.6426,48.896,209,450,28.02,0,0
2009,2,18,15,0,-12.5821,48.8759,175,2628,29.68,0,0
2009,2,18,15,15,-12.5216,48.8565,203,4311,31.38,0,0
2009,2,18,15,30,-12.9867,48.3808,134,4914,11.7,0,0
2009,2,18,15,45,-13.0711,48.2006,113,1323,8,0,0
2009,2,19,12,15,-13.5629,49.4812,248,342,22.14,0,0
2009,2,19,12,30,-13.5612,49.4266,294,648,21.19,0,0
2009,2,19,12,45,-13.5594,49.3721,279,873,20.25,0,0
2009,2,19,13,0,-13.5271,49.3066,261,990,18.97,0,0
2009,2,19,13,15,-13.5253,49.2523,239,1179,18.03,0,0
2009,2,19,13,30,-13.5236,49.1983,217,1683,17.09,0,0
2009,2,19,13,45,-13.8612,49.3745,214,2457,24.04,0,0
2009,2,19,14,0,-13.8288,49.3089,197,2358,22.63,0,0
2009,2,19,14,15,-13.8864,49.2228,179,1359,22.8,0,0
2009,2,19,14,30,-14.0523,49.6627,256,1566,31.14,0,0
2009,2,19,14,45,-14.0504,49.6077,246,378,30.48,0,0
2009,2,19,15,0,-14.0485,49.5527,238,1170,29.83,0,0
2009,2,19,15,15,-14.0448,49.4429,233,900,28.6,0,0
2009,2,19,15,30,-14.0123,49.3768,220,729,27.2,0,0
2009,2,19,15,45,-14.0087,49.2679,187,630,26.08,0,0
2009,2,19,16,0,-14.0069,49.2136,148,342,25.55,0,0
2009,2,19,16,15,-14.0033,49.1054,123,306,24.6,0,0
2009,2,19,16,30,-13.9708,49.0398,110,117,23.26,0,0
2009,2,19,17,15,-14.7594,48.225,180,153,49.24,0,0
2009,2,19,17,30,-14.6981,48.2022,229,324,47.3,0,0
2009,2,19,17,45,-14.6944,48.0966,200,378,47.8,0,0
2009,2,19,18,0,-14.6619,48.0324,147,306,47.13,0,0
2009,2,19,21,30,-14.2537,47.5762,125,153,37.74,0,0
2009,2,19,21,45,-14.1334,47.5848,182,531,33.84,0,0
2009,2,19,22,0,-13.9557,47.6763,229,738,27.2,0,0
2009,2,19,22,15,-13.8357,47.6864,225,1035,23.43,0,0
2009,2,19,22,30,-13.8035,47.6239,198,1413,23.35,0,0
2009,2,20,10,15,-14.646,48.4443,196,117,44.41,0,0
2009,2,20,10,30,-14.673,48.3496,245,171,45.71,0,0
2009,2,20,10,45,-14.6711,48.2964,300,243,45.89,0,0
2009,2,20,11,0,-14.6981,48.2022,276,288,47.3,0,0
2009,2,20,11,15,-13.5846,49.2202,132,1107,17.89,0,0
2009,2,20,11,30,-13.6133,49.177,135,1818,17.49,0,0
2009,2,20,11,45,-13.4018,49.1553,225,1692,16.12,0,0
2009,2,20,12,0,-13.6421,49.1342,248,891,17.2,0,0
2009,2,20,12,15,-13.6098,49.0689,236,5931,15.81,0,0
2009,2,20,12,30,-13.5775,49.0042,221,6687,14.42,0,0
2009,2,20,12,45,-13.5741,48.8968,220,6489,12.81,0,0
2009,2,20,13,0,-13.5723,48.8432,211,6048,12.04,0,0
2009,2,20,13,15,-13.7517,48.8013,227,1845,15.65,0,0
2009,2,20,13,30,-13.75,48.7477,213,2376,15.23,0,0
2009,2,20,13,45,-13.8991,48.6959,196,3015,19.42,0,0
2009,2,20,14,0,-13.8973,48.6424,209,3456,19.24,0,0
2009,2,20,14,15,-13.8668,48.6315,233,3042,18.25,0,0
2009,2,20,14,30,-13.8955,48.5889,199,5058,19.1,0,0
2009,2,20,14,45,-13.9242,48.5465,161,5616,20.02,0,0
2009,2,20,15,0,-13.6534,48.5558,143,6237,11.4,0,0
2009,2,20,15,15,-13.6516,48.5027,197,6561,11.18,0,0
2009,2,20,15,30,-13.6516,48.5027,186,7191,11.18,0,0
2009,2,20,15,45,-13.6499,48.4496,156,7326,11.05,0,0
2009,2,20,16,0,-13.6803,48.4601,129,1521,12.04,0,0
2009,2,20,16,30,-14.0712,50.2186,253,1296,38.6,0,0
2009,2,20,16,45,-14.0999,50.1742,316,20151,38.42,0,0
2009,2,20,17,0,-14.0999,50.1742,293,1332,38.42,0,0
2009,2,20,17,15,-14.1287,50.1302,288,819,38.29,0,0
2009,2,20,17,30,-14.1881,50.0979,273,2277,38.9,0,0
2009,2,20,17,45,-14.1594,50.142,331,1080,38.95,0,0
2009,2,20,18,0,-14.217,50.0543,305,2367,38.9,0,0
2009,2,20,18,15,-14.1575,50.0863,277,3564,38.21,0,0
2009,2,20,18,30,-14.1863,50.0422,269,4707,38.18,0,0
2009,2,20,18,45,-14.2151,49.9984,240,6381,38.21,0,0
2009,2,20,19,0,-14.2151,49.9984,219,7938,38.21,0,0
2009,2,20,19,15,-14.2438,49.9544,202,9702,38.29,0,0
2009,2,20,19,30,-14.2746,49.9669,176,12852,39.05,0,0
2009,2,20,19,45,-14.2727,49.9112,131,15309,38.42,0,0
2009,2,20,22,0,-13.09,47.8457,266,216,9.9,0,0
2009,2,20,22,15,-13.1187,47.8038,292,387,10,0,0
2009,2,20,22,30,-13.176,47.7203,232,1854,10.77,0,0
2009,2,20,22,45,-13.2064,47.7305,244,477,10.44,0,0
2009,2,20,23,0,-13.2032,47.6273,214,1017,12.37,0,0
2009,2,20,23,15,-13.2334,47.6372,179,2421,12.17,0,0
2009,2,20,23,30,-12.9069,47.7355,207,2250,15.26,0,0
2009,2,20,23,45,-12.9053,47.6837,177,2403,15.81,0,0
2009,2,21,0,0,-12.9339,47.6417,162,180,15.62,0,0
2009,2,21,0,15,-12.9642,47.6518,164,6102,14.87,0,0
2009,2,21,0,30,-12.9627,47.6005,125,198,15.56,0,0
2009,2,21,0,45,-13.0226,50.4901,226,5544,44.64,0,0
2009,2,21,1,0,-13.0514,50.4456,217,234,43.42,0,0
2009,2,21,1,15,-13.0818,50.4564,190,5778,43.17,0,0
2009,2,21,1,30,-13.1124,50.4677,142,5157,42.95,0,0
2009,2,21,7,0,-12.6522,50.1932,133,2493,46.65,0,0
2009,2,21,7,15,-12.6505,50.1374,161,360,45.79,0,0
2009,2,21,7,30,-12.6505,50.1374,186,765,45.79,0,0
2009,2,21,7,45,-12.6505,50.1374,202,1053,45.79,0,0
2009,2,21,8,0,-12.6808,50.1478,211,1269,45.28,0,0
2009,2,21,8,15,-12.6808,50.1478,227,747,45.28,0,0
2009,2,21,8,30,-12.7113,50.1586,241,2187,44.78,0,0
2009,2,21,8,45,-12.7113,50.1586,269,927,44.78,0,0
2009,2,21,9,0,-12.713,50.2144,281,981,45.65,0,0
2009,2,21,9,15,-12.7434,50.2248,258,909,45.18,0,0
2009,2,21,9,30,-12.7434,50.2248,234,747,45.18,0,0
2009,2,21,9,45,-12.772,50.1797,218,684,43.83,0,0
2009,2,21,10,0,-12.772,50.1797,187,882,43.83,0,0
2009,2,21,10,15,-13.9349,48.8675,150,2187,21.19,0,0
2009,2,21,10,30,-13.9061,48.91,316,333,20.62,0,0
2009,2,21,10,45,-13.9044,48.8563,357,747,20.25,0,1
2009,2,21,11,0,-13.7919,48.1867,252,2025,16.76,0,1
2009,2,21,11,15,-12.633,48.5772,330,450,25.08,0,1
2009,2,21,11,30,-12.6617,48.5344,350,477,23.77,0,1
2009,2,21,11,45,-12.6299,48.472,399,4581,24.35,0,0
2009,2,21,12,0,-12.6283,48.4193,371,1674,24.04,0,0
2009,2,21,12,15,-12.6267,48.3667,332,2646,23.77,0,0
2009,2,21,12,30,-12.6251,48.3142,328,3816,23.54,0,0
2009,2,21,12,45,-12.622,48.2096,279,2781,23.19,1,0
2009,2,21,13,0,-12.6188,48.1051,232,3285,23.02,1,0
2009,2,21,13,15,-12.5871,48.0438,204,3735,24,1,0
2009,2,21,13,30,-12.5871,48.0438,159,3546,24,1,0
2009,2,21,13,45,-12.5871,48.0438,102,4707,24,0,0
2009,2,21,14,15,-13.2748,48.9508,362,27540,13.15,0,0
2009,2,21,14,30,-13.2731,48.8975,408,513,12.17,0,0
2009,2,21,14,45,-13.1819,48.866,405,1449,13,0,0
2009,2,21,15,0,-13.1212,48.8451,399,1251,13.89,0,0
2009,2,21,15,15,-13.1212,48.8451,360,5382,13.89,0,0
2009,2,21,15,30,-13.1195,48.7919,367,1386,13.04,0,0
2009,2,21,15,45,-13.0571,48.7178,356,1278,13.45,0,0
2009,2,21,16,0,-12.9964,48.6974,328,1179,14.87,0,0
2009,2,21,16,15,-12.9375,48.7306,300,9144,17.03,0,0
2009,2,21,16,30,-12.9055,48.6669,263,9909,17.2,0,0
2009,2,21,16,45,-12.8752,48.6569,230,10827,18.03,0,0
2009,2,21,17,0,-12.8449,48.6471,194,11511,18.87,0,0
2009,2,21,17,15,-12.8146,48.6368,135,12987,19.72,0,0
2009,2,21,20,15,-12.5863,50.0052,164,6615,45.22,0,0
2009,2,21,20,30,-12.5559,49.9949,204,8649,45.8,0,0
2009,2,22,16,30,-13.2107,48.8233,266,243,11.7,0,0
2009,2,22,16,45,-13.2107,48.8233,230,441,11.7,0,0
2009,2,22,17,0,-13.209,48.7697,171,522,10.77,0,0
2009,2,22,17,15,-12.8179,48.7431,287,954,20.81,0,0
2009,2,22,17,30,-12.8466,48.7004,294,1440,19.42,0,0
2009,2,22,17,45,-12.8449,48.6471,329,1098,18.87,1,0
2009,2,22,18,0,-12.9932,48.5915,349,2205,13.6,1,0
2009,2,22,18,15,-12.9899,48.4856,328,2565,12.53,0,0
2009,2,22,18,30,-12.8703,48.4981,300,2745,16.55,0,0
2009,2,22,18,45,-12.8671,48.393,270,2916,15.81,0,0
2009,2,22,19,0,-12.8958,48.3505,246,3357,14.56,0,0
2009,2,22,19,15,-12.9851,48.328,229,3258,11.4,0,0
2009,2,22,19,30,-12.7365,48.0398,219,3249,19.03,0,0
2009,2,22,19,45,-12.735,47.9879,256,3618,19.1,0,0
2009,2,22,20,0,-12.7938,47.9552,285,3726,17.26,0,0
2009,2,22,20,15,-12.8512,47.871,280,3762,15.81,0,0
2009,2,22,20,30,-12.8496,47.8193,272,3960,16.16,0,0
2009,2,22,20,45,-12.9037,47.6322,275,4113,16.4,0,0
2009,2,22,21,0,-12.8147,47.6551,255,4005,18.36,0,0
2009,2,22,22,30,-12.7256,47.6778,121,954,20.62,0,0
2009,2,22,22,45,-12.7241,47.6263,97,1485,21.02,0,0
2009,2,23,14,15,-14.7324,48.3193,126,171,47.85,0,0
2009,2,23,14,30,-14.6404,48.2848,157,270,44.91,0,0
2009,2,23,14,45,-14.6079,48.2205,138,162,44.15,0,0
2009,2,23,17,30,-13.5097,48.7683,139,117,10,0,0
2009,2,23,17,45,-13.3575,48.7153,143,252,8.06,0,0
2009,2,23,18,0,-13.3272,48.7049,172,441,8,0,0
2009,2,23,18,15,-13.3558,48.662,212,486,7.07,0,0
2009,2,23,18,30,-13.2951,48.6414,196,594,7.07,0,0
2009,2,23,18,45,-13.4994,48.4496,190,711,6.32,0,0
2009,2,23,19,0,-13.4977,48.3968,193,729,6.08,0,0
2009,2,23,19,15,-13.4656,48.3333,225,2331,5,0,0
2009,2,23,19,30,-13.4656,48.3333,199,2511,5,0,0
2009,2,23,19,45,-13.4352,48.3232,160,486,4,0,0
2009,2,23,20,0,-13.4015,48.2075,133,2457,3.61,0,0
2009,2,23,20,15,-13.3999,48.1554,150,2088,4.24,0,0
2009,2,23,20,30,-13.4285,48.1132,140,1629,5.66,0,0
2009,2,23,20,45,-13.3966,48.051,140,306,5.83,0,0
2009,2,23,21,0,-13.3341,47.9781,124,1125,6.08,0,0
2009,2,23,21,15,-13.7444,47.6549,158,846,21.21,0,0
2009,2,23,21,30,-13.6279,47.7689,206,513,16.28,0,0
2009,2,23,21,45,-13.5367,47.7379,206,720,14.42,0,0
2009,2,23,22,0,-13.5064,47.7279,193,3465,13.89,0,0
2009,2,23,22,15,-13.1999,47.5244,162,1611,14.32,0,0
2009,2,24,15,0,-13.2444,48.9405,304,855,13.34,0,1
2009,2,24,15,15,-13.2427,48.887,335,432,12.37,0,1
2009,2,24,15,30,-13.2411,48.8336,377,729,11.4,0,1
2009,2,24,15,45,-13.2107,48.8233,299,909,11.7,0,1
2009,2,24,16,0,-13.209,48.7697,305,1134,10.77,0,1
2009,2,24,16,15,-12.9981,48.7508,300,1242,15.56,0,0
2009,2,24,16,30,-12.9981,48.7508,296,1305,15.56,0,0
2009,2,24,16,45,-12.9661,48.6872,367,1323,15.62,0,0
2009,2,24,17,0,-12.9645,48.6342,387,1494,15,1,0
2009,2,24,17,15,-12.9628,48.5811,350,1890,14.42,1,0
2009,2,24,17,30,-12.9899,48.4856,460,2187,12.53,1,0
2009,2,24,17,45,-12.9309,48.5183,406,2529,14.76,1,0
2009,2,24,18,0,-13.0457,48.348,387,3114,9.49,1,0
2009,2,24,18,15,-12.9261,48.3603,332,3645,13.6,0,0
2009,2,24,18,30,-13.0121,48.2329,308,3897,10.05,0,0
2009,2,24,18,45,-13.0408,48.1905,305,4086,9,0,0
2009,2,24,19,0,-12.9196,48.1505,258,1224,13,0,0
2009,2,24,19,15,-12.9164,48.0463,231,1458,13.15,0,0
2009,2,24,19,30,-12.8861,48.0363,214,1458,14.14,0,0
2009,2,24,19,45,-12.9133,47.9426,231,873,13.6,0,0
2009,2,24,20,0,-12.9403,47.8484,227,1773,13.42,0,0
2009,2,24,20,15,-12.8783,47.7776,188,1368,15.65,0,0
2009,2,24,20,30,-12.8767,47.7258,150,1179,16.12,0,0
2009,2,24,20,45,-12.9053,47.6837,122,1323,15.81,0,0
2009,2,24,21,0,-12.9387,47.7967,116,621,13.89,0,0
2009,2,24,21,15,-12.969,47.8065,147,639,13.04,0,0
2009,2,24,21,30,-12.9371,47.745,147,1899,14.42,0,0
2009,2,24,21,45,-12.9308,47.539,127,1989,16.97,0,0
2009,2,25,14,30,-12.7771,49.3671,253,180,30.61,0,0
2009,2,25,14,45,-12.7753,49.3126,213,243,29.83,0,0
2009,2,25,15,0,-12.9896,49.4397,210,1764,26.83,0,0
2009,2,25,15,15,-12.9592,49.4294,243,630,27.29,0,0
2009,2,25,15,30,-12.9288,49.4187,301,765,27.78,0,0
2009,2,25,15,45,-12.8984,49.4084,311,882,28.3,0,0
2009,2,25,16,0,-12.8967,49.3538,286,1080,27.46,0,0
2009,2,25,16,15,-12.8057,49.3229,291,1170,29.21,0,0
2009,2,25,16,30,-12.7737,49.2585,293,1197,29.07,0,0
2009,2,25,16,45,-12.7737,49.2585,236,1116,29.07,0,0
2009,2,25,17,0,-13.2243,49.2531,363,1413,19.42,0,0
2009,2,25,17,15,-13.2243,49.2531,373,1611,19.42,0,0
2009,2,25,17,30,-13.1921,49.1881,356,2124,18.68,0,0
2009,2,25,17,45,-13.253,49.2097,311,2619,18.25,0,0
2009,2,25,18,0,-13.2225,49.1988,276,3033,18.44,0,0
2009,2,25,18,15,-13.2817,49.1662,255,3357,17.12,0,0
2009,2,25,18,30,-13.2817,49.1662,233,3447,17.12,0,0
2009,2,25,18,45,-13.2513,49.1556,219,3276,17.26,0,0
2009,2,25,19,0,-13.2191,49.091,222,3024,16.49,0,0
2009,2,25,19,15,-13.2496,49.1019,200,2889,16.28,0,0
2009,2,25,19,30,-13.307,49.0156,244,2493,14.04,0,0
2009,2,25,19,45,-13.2766,49.0049,230,2268,14.14,0,0
2009,2,25,20,0,-13.2174,49.0371,217,2169,15.52,0,0
2009,2,25,20,15,-13.2462,48.9943,195,2034,14.32,0,0
2009,2,25,20,30,-13.1853,48.9732,177,1710,14.87,0,0
2009,2,25,20,45,-13.1566,49.0162,152,1188,16.16,0,0
2009,2,25,21,0,-13.1566,49.0162,127,792,16.16,0,0
2009,2,25,21,15,-13.1262,49.0057,112,414,16.55,0,0
2009,2,26,13,30,-13.0521,49.5154,140,117,26.93,0,0
2009,2,26,13,45,-13.1737,49.5579,137,603,25.71,0,0
2009,2,26,14,0,-13.2651,49.5904,136,1044,25.18,0,0
2009,2,26,14,15,-13.2364,49.6341,175,1422,26.31,0,0
2009,2,26,14,30,-13.3279,49.6672,158,1512,26.02,0,0
2009,2,26,14,45,-13.4803,49.722,111,2142,26.31,0,0
2009,2,27,0,45,-13.7207,47.8518,133,180,17.8,0,0
2009,2,27,1,0,-13.7512,47.8624,160,486,18.6,0,0
2009,2,27,1,15,-13.5367,47.7379,211,621,14.42,0,0
2009,2,27,1,30,-13.66,47.8312,146,450,16.28,0,0
2009,2,27,1,45,-13.3834,47.6358,178,450,13.34,0,0
2009,2,27,2,0,-13.6903,47.8415,157,360,17.03,0,0
2009,2,28,13,30,-14.3774,48.554,149,153,35.06,0,0
2009,2,28,13,45,-14.4062,48.5124,207,369,36.12,0,0
2009,2,28,14,0,-14.435,48.4704,231,639,37.22,0,0
2009,2,28,14,15,-14.435,48.4704,147,495,37.22,0,0
2009,2,28,14,30,-14.4638,48.4285,142,1107,38.33,0,0
2009,2,28,20,15,-13.9068,48.0195,157,162,21.93,0,1
2009,2,28,20,30,-13.8763,48.0088,163,1278,21.02,0,1
2009,2,28,20,45,-13.8459,47.9982,188,531,20.12,0,1
2009,2,28,21,0,-13.4556,48.019,216,792,7.81,0,1
2009,2,28,21,15,-13.4252,48.0087,300,1107,7.21,0,1
2009,2,28,21,30,-13.017,48.3906,139,144,10.77,0,0
2009,2,28,21,45,-13.0743,48.3055,222,261,8.25,1,0
